
umidity: 47.10, Temp: 20.70, Lux: 775.81
Humidity: 46.80, Temp: 20.70, Lux: 803.33
Humidity: 47.30, Temp: 20.70, Lux: 817.80
Humidity: 47.30, Temp: 20.70, Lux: 880.91
Humidity: 47.40, Temp: 20.70, Lux: 864.29
Humidity: 47.40, Temp: 20.70, Lux: 864.29
Humidity: 47.40, Temp: 20.70, Lux: 848.25
Humidity: 47.40, Temp: 20.70, Lux: 848.25
Humidity: 47.50, Temp: 20.80, Lux: 848.25
Humidity: 47.40, Temp: 20.70, Lux: 832.76
Humidity: 47.40, Temp: 20.70, Lux: 817.80
Humidity: 47.40, Temp: 20.70, Lux: 789.34
Humidity: 47.40, Temp: 20.70, Lux: 789.34
Humidity: 47.40, Temp: 20.70, Lux: 803.33
Humidity: 47.40, Temp: 20.70, Lux: 817.80
Humidity: 47.40, Temp: 20.70, Lux: 832.76
Humidity: 47.40, Temp: 20.70, Lux: 848.25
Humidity: 47.40, Temp: 20.70, Lux: 848.25
Humidity: 47.40, Temp: 20.70, Lux: 864.29
Humidity: 47.40, Temp: 20.70, Lux: 880.91
Humidity: 47.40, Temp: 20.70, Lux: 880.91
Humidity: 47.40, Temp: 20.70, Lux: 864.29
Humidity: 47.40, Temp: 20.70, Lux: 864.29
Humidity: 47.50, Temp: 20.70, Lux: 848.25
Humidity: 47.50, Temp: 20.70, Lux: 817.80
Humidity: 47.50, Temp: 20.70, Lux: 832.76
Humidity: 47.50, Temp: 20.70, Lux: 817.80
Humidity: 47.50, Temp: 20.80, Lux: 803.33
Humidity: 47.50, Temp: 20.80, Lux: 803.33
Humidity: 47.50, Temp: 20.80, Lux: 803.33
Humidity: 47.50, Temp: 20.70, Lux: 803.33
Humidity: 47.50, Temp: 20.80, Lux: 803.33
Humidity: 47.50, Temp: 20.80, Lux: 803.33
Humidity: 47.50, Temp: 20.80, Lux: 817.80
Humidity: 47.50, Temp: 20.80, Lux: 817.80
Humidity: 47.50, Temp: 20.80, Lux: 803.33
Humidity: 47.50, Temp: 20.80, Lux: 789.34
Humidity: 47.50, Temp: 20.80, Lux: 789.34
Humidity: 47.50, Temp: 20.80, Lux: 803.33
Humidity: 47.50, Temp: 20.80, Lux: 789.34
Humidity: 47.50, Temp: 20.80, Lux: 789.34
Humidity: 47.50, Temp: 20.80, Lux: 775.81
Humidity: 47.50, Temp: 20.80, Lux: 775.81
Humidity: 47.50, Temp: 20.80, Lux: 775.81
Humidity: 47.50, Temp: 20.80, Lux: 775.81
Humidity: 47.50, Temp: 20.80, Lux: 775.81
Humidity: 47.50, Temp: 20.80, Lux: 775.81
Humidity: 47.50, Temp: 20.80, Lux: 775.81
Humidity: 47.50, Temp: 20.80, Lux: 789.34
Humidity: 47.50, Temp: 20.80, Lux: 803.33
Humidity: 47.50, Temp: 20.80, Lux: 803.33
Humidity: 47.50, Temp: 20.80, Lux: 817.80
Humidity: 47.50, Temp: 20.80, Lux: 817.80
Humidity: 47.50, Temp: 20.80, Lux: 832.76
Humidity: 47.50, Temp: 20.80, Lux: 848.25
Humidity: 47.60, Temp: 20.90, Lux: 848.25
Humidity: 47.60, Temp: 20.80, Lux: 848.25
Humidity: 47.60, Temp: 20.80, Lux: 848.25
Humidity: 47.60, Temp: 20.80, Lux: 832.76
