
Humidity: 62.10, Temp: 27.60, Lux: 582.10
umidity: 62.40, Temp: 27.60, Lux: 582.10
Humidity: 62.10, Temp: 27.60, Lux: 582.10
Humidity: 62.10, Temp: 27.60, Lux: 582.10
Humidity: 62.00, Temp: 27.60, Lux: 606.41
Humidity: 61.70, Temp: 27.60, Lux: 606.41
Humidity: 61.60, Temp: 27.60, Lux: 598.10
Humidity: 61.30, Temp: 27.60, Lux: 598.10
Humidity: 61.30, Temp: 27.60, Lux: 614.94
Humidity: 61.00, Temp: 27.60, Lux: 632.67
Humidity: 60.90, Temp: 27.60, Lux: 641.89
Humidity: 60.80, Temp: 27.60, Lux: 651.37
Humidity: 60.70, Temp: 27.60, Lux: 661.11
Humidity: 60.70, Temp: 27.70, Lux: 661.11
Humidity: 60.50, Temp: 27.60, Lux: 661.11
Humidity: 60.40, Temp: 27.60, Lux: 641.89
Humidity: 60.40, Temp: 27.60, Lux: 632.67
Humidity: 60.40, Temp: 27.70, Lux: 614.94
Humidity: 60.30, Temp: 27.70, Lux: 598.10
Humidity: 60.30, Temp: 27.70, Lux: 598.10
Humidity: 60.10, Temp: 27.60, Lux: 590.00
Humidity: 60.00, Temp: 27.60, Lux: 590.00
Humidity: 60.10, Temp: 27.70, Lux: 590.00
Humidity: 60.10, Temp: 27.70, Lux: 606.41
Humidity: 60.00, Temp: 27.70, Lux: 614.94
Humidity: 60.00, Temp: 27.70, Lux: 623.68
Humidity: 60.00, Temp: 27.70, Lux: 632.67
Humidity: 59.90, Temp: 27.70, Lux: 651.37
Humidity: 59.90, Temp: 27.70, Lux: 661.11
Humidity: 59.90, Temp: 27.70, Lux: 671.13
Humidity: 59.80, Temp: 27.70, Lux: 661.11
Humidity: 59.80, Temp: 27.70, Lux: 651.37
Humidity: 59.80, Temp: 27.70, Lux: 623.68
Humidity: 59.80, Temp: 27.70, Lux: 606.41
Humidity: 59.70, Temp: 27.70, Lux: 598.10
Humidity: 59.70, Temp: 27.70, Lux: 590.00
Humidity: 59.70, Temp: 27.70, Lux: 598.10
Humidity: 59.70, Temp: 27.70, Lux: 598.10
Humidity: 59.70, Temp: 27.70, Lux: 614.94
Humidity: 59.60, Temp: 27.70, Lux: 632.67
Humidity: 59.70, Temp: 27.70, Lux: 651.37
Humidity: 59.70, Temp: 27.80, Lux: 661.11
Humidity: 59.70, Temp: 27.80, Lux: 671.13
Humidity: 59.70, Temp: 27.80, Lux: 661.11
Humidity: 59.60, Temp: 27.80, Lux: 651.37
Humidity: 59.60, Temp: 27.80, Lux: 641.89
Humidity: 59.60, Temp: 27.80, Lux: 623.68
Humidity: 59.60, Temp: 27.80, Lux: 606.41
Humidity: 59.60, Temp: 27.80, Lux: 598.10
Humidity: 59.60, Temp: 27.80, Lux: 590.00
Humidity: 59.60, Temp: 27.80, Lux: 590.00
Humidity: 59.60, Temp: 27.80, Lux: 590.00
Humidity: 59.60, Temp: 27.80, Lux: 598.10
Humidity: 59.60, Temp: 27.80, Lux: 598.10
Humidity: 59.50, Temp: 27.80, Lux: 598.10
Humidity: 59.50, Temp: 27.80, Lux: 598.10
Humidity: 59.50, Temp: 27.80, Lux: 598.10
Humidity: 59.50, Temp: 27.80, Lux: 598.10
Humidity: 59.50, Temp: 27.90, Lux: 598.10
