0
Humidity: 50.00, Temp: 20.90, Lux: 598.10
Humidity: 50.00, Temp: 20.90, Lux: 606.41
umidity: 49.90, Temp: 20.90, Lux: 598.10
Humidity: 50.00, Temp: 20.90, Lux: 598.10
Humidity: 50.00, Temp: 20.90, Lux: 606.41
Humidity: 49.90, Temp: 20.90, Lux: 651.37
Humidity: 49.60, Temp: 20.90, Lux: 641.89
Humidity: 49.50, Temp: 20.90, Lux: 614.94
Humidity: 49.40, Temp: 20.90, Lux: 606.41
Humidity: 49.40, Temp: 20.90, Lux: 606.41
Humidity: 49.30, Temp: 20.90, Lux: 614.94
Humidity: 49.20, Temp: 20.90, Lux: 632.67
Humidity: 49.20, Temp: 20.90, Lux: 661.11
Humidity: 49.20, Temp: 20.90, Lux: 671.13
Humidity: 49.20, Temp: 20.90, Lux: 671.13
Humidity: 49.20, Temp: 20.90, Lux: 661.11
Humidity: 49.10, Temp: 20.90, Lux: 641.89
Humidity: 49.10, Temp: 20.90, Lux: 614.94
Humidity: 49.20, Temp: 20.90, Lux: 598.10
Humidity: 49.20, Temp: 20.90, Lux: 606.41
Humidity: 49.20, Temp: 20.90, Lux: 598.10
Humidity: 49.20, Temp: 20.90, Lux: 614.94
Humidity: 49.20, Temp: 20.90, Lux: 632.67
Humidity: 49.10, Temp: 20.90, Lux: 661.11
Humidity: 49.10, Temp: 20.90, Lux: 661.11
Humidity: 49.10, Temp: 20.90, Lux: 681.43
Humidity: 49.10, Temp: 20.90, Lux: 671.13
Humidity: 49.00, Temp: 20.80, Lux: 671.13
Humidity: 49.00, Temp: 20.90, Lux: 661.11
Humidity: 49.00, Temp: 20.90, Lux: 661.11
Humidity: 49.00, Temp: 20.90, Lux: 641.89
Humidity: 49.00, Temp: 20.90, Lux: 632.67
Humidity: 49.00, Temp: 20.80, Lux: 614.94
Humidity: 49.10, Temp: 20.90, Lux: 606.41
Humidity: 49.10, Temp: 20.80, Lux: 606.41
Humidity: 49.10, Temp: 20.80, Lux: 606.41
Humidity: 49.20, Temp: 20.90, Lux: 614.94
Humidity: 49.10, Temp: 20.90, Lux: 623.68
Humidity: 49.00, Temp: 20.80, Lux: 641.89
Humidity: 48.90, Temp: 20.80, Lux: 641.89
Humidity: 48.90, Temp: 20.80, Lux: 651.37
Humidity: 48.90, Temp: 20.80, Lux: 651.37
Humidity: 48.80, Temp: 20.80, Lux: 661.11
Humidity: 48.80, Temp: 20.80, Lux: 671.13
Humidity: 48.80, Temp: 20.80, Lux: 671.13
Humidity: 48.80, Temp: 20.80, Lux: 671.13
Humidity: 48.80, Temp: 20.80, Lux: 671.13
Humidity: 48.80, Temp: 20.80, Lux: 671.13
Humidity: 48.80, Temp: 20.80, Lux: 671.13
Humidity: 48.80, Temp: 20.80, Lux: 661.11
Humidity: 48.80, Temp: 20.80, Lux: 651.37
Humidity: 48.90, Temp: 20.80, Lux: 641.89
Humidity: 48.90, Temp: 20.80, Lux: 632.67
Humidity: 48.90, Temp: 20.80, Lux: 623.68
Humidity: 48.90, Temp: 20.80, Lux: 606.41
Humidity: 48.90, Temp: 20.80, Lux: 598.10
Humidity: 48.90, Temp: 20.80, Lux: 598.10
Humidity: 48.90, Temp: 20.80, Lux: 606.41
Humidity: 48.90, Temp: 20.80, Lux: 606.41
