Humidity: 42.40, Temp: 21.50, Lux: 321.01
Humidity: 42.60, Temp: 21.50, Lux: 714.18
Humidity: 42.80, Temp: 21.50, Lux: 789.34
Humidity: 42.70, Temp: 21.60, Lux: 803.33
Humidity: 42.60, Temp: 21.50, Lux: 789.34
Humidity: 42.60, Temp: 21.50, Lux: 762.70
Humidity: 42.60, Temp: 21.50, Lux: 750.00
Humidity: 42.60, Temp: 21.50, Lux: 737.69
Humidity: 42.60, Temp: 21.50, Lux: 737.69
Humidity: 42.70, Temp: 21.50, Lux: 714.18
Humidity: 42.60, Temp: 21.50, Lux: 714.18
Humidity: 42.60, Temp: 21.50, Lux: 714.18
Humidity: 42.60, Temp: 21.50, Lux: 714.18
Humidity: 42.50, Temp: 21.50, Lux: 702.94
Humidity: 42.50, Temp: 21.50, Lux: 725.76
Humidity: 42.40, Temp: 21.50, Lux: 714.18
Humidity: 42.40, Temp: 21.50, Lux: 725.76
Humidity: 42.40, Temp: 21.50, Lux: 737.69
Humidity: 42.30, Temp: 21.40, Lux: 750.00
Humidity: 42.30, Temp: 21.50, Lux: 762.70
Humidity: 42.30, Temp: 21.40, Lux: 775.81
Humidity: 42.30, Temp: 21.40, Lux: 789.34
Humidity: 42.30, Temp: 21.40, Lux: 803.33
Humidity: 42.30, Temp: 21.40, Lux: 817.80
Humidity: 42.40, Temp: 21.40, Lux: 817.80
Humidity: 42.40, Temp: 21.40, Lux: 817.80
Humidity: 42.40, Temp: 21.40, Lux: 817.80
Humidity: 42.30, Temp: 21.40, Lux: 817.80
Humidity: 42.40, Temp: 21.40, Lux: 803.33
Humidity: 42.40, Temp: 21.40, Lux: 789.34
Humidity: 42.40, Temp: 21.40, Lux: 803.33
Humidity: 42.40, Temp: 21.40, Lux: 803.33
Humidity: 42.40, Temp: 21.40, Lux: 789.34
Humidity: 42.40, Temp: 21.40, Lux: 775.81
Humidity: 42.40, Temp: 21.40, Lux: 775.81
Humidity: 42.40, Temp: 21.40, Lux: 789.34
Humidity: 42.50, Temp: 21.40, Lux: 803.33
Humidity: 42.50, Temp: 21.40, Lux: 789.34
Humidity: 42.50, Temp: 21.40, Lux: 817.80
Humidity: 42.50, Temp: 21.40, Lux: 817.80
Humidity: 42.50, Temp: 21.40, Lux: 803.33
Humidity: 42.50, Temp: 21.40, Lux: 803.33
Humidity: 42.50, Temp: 21.40, Lux: 817.80
Humidity: 42.50, Temp: 21.40, Lux: 817.80
Humidity: 42.60, Temp: 21.40, Lux: 803.33
Humidity: 42.60, Temp: 21.40, Lux: 803.33
Humidity: 42.60, Temp: 21.30, Lux: 803.33
Humidity: 42.60, Temp: 21.40, Lux: 789.34
Humidity: 42.60, Temp: 21.40, Lux: 803.33
Humidity: 42.60, Temp: 21.40, Lux: 803.33
Humidity: 42.60, Temp: 21.40, Lux: 803.33
Humidity: 42.60, Temp: 21.30, Lux: 803.33
Humidity: 42.70, Temp: 21.40, Lux: 803.33
Humidity: 42.60, Temp: 21.40, Lux: 803.33
Humidity: 42.70, Temp: 21.40, Lux: 803.33
Humidity: 42.70, Temp: 21.40, Lux: 817.80
Humidity: 42.70, Temp: 21.30, Lux: 803.33
Humidity: 42.70, Temp: 21.40, Lux: 789.34
Humidity: 42.70, Temp: 21.40, Lux: 775.81
Humidity: 42.70, Temp: 21.40, Lux: 750.00
