
Humidity: 57.80, Temp: 26.10, Lux: 651.37
umidity: 56.70, Temp: 26.10, Lux: 234.44
Humidity: 57.20, Temp: 26.10, Lux: 641.89
Humidity: 57.80, Temp: 26.10, Lux: 651.37
Humidity: 57.80, Temp: 26.10, Lux: 692.03
Humidity: 57.70, Temp: 26.10, Lux: 681.43
Humidity: 57.70, Temp: 26.10, Lux: 692.03
Humidity: 57.70, Temp: 26.10, Lux: 681.43
Humidity: 57.70, Temp: 26.10, Lux: 681.43
Humidity: 57.60, Temp: 26.10, Lux: 692.03
Humidity: 57.60, Temp: 26.10, Lux: 692.03
Humidity: 57.50, Temp: 26.10, Lux: 702.94
Humidity: 57.40, Temp: 26.10, Lux: 692.03
Humidity: 57.30, Temp: 26.10, Lux: 681.43
Humidity: 57.30, Temp: 26.20, Lux: 681.43
Humidity: 57.20, Temp: 26.20, Lux: 692.03
Humidity: 57.10, Temp: 26.20, Lux: 702.94
Humidity: 57.00, Temp: 26.10, Lux: 714.18
Humidity: 57.00, Temp: 26.10, Lux: 702.94
Humidity: 57.00, Temp: 26.20, Lux: 714.18
Humidity: 56.90, Temp: 26.20, Lux: 714.18
Humidity: 56.90, Temp: 26.20, Lux: 702.94
Humidity: 56.90, Temp: 26.20, Lux: 714.18
Humidity: 56.80, Temp: 26.20, Lux: 692.03
Humidity: 56.70, Temp: 26.10, Lux: 702.94
Humidity: 56.70, Temp: 26.20, Lux: 714.18
Humidity: 56.70, Temp: 26.20, Lux: 702.94
Humidity: 56.70, Temp: 26.20, Lux: 702.94
Humidity: 56.60, Temp: 26.20, Lux: 714.18
Humidity: 56.60, Temp: 26.20, Lux: 714.18
Humidity: 56.60, Temp: 26.20, Lux: 714.18
Humidity: 56.60, Temp: 26.20, Lux: 714.18
Humidity: 56.60, Temp: 26.20, Lux: 702.94
Humidity: 56.50, Temp: 26.20, Lux: 692.03
Humidity: 56.50, Temp: 26.20, Lux: 661.11
Humidity: 56.50, Temp: 26.20, Lux: 651.37
Humidity: 56.50, Temp: 26.20, Lux: 632.67
Humidity: 56.50, Temp: 26.20, Lux: 623.68
Humidity: 56.50, Temp: 26.20, Lux: 651.37
Humidity: 56.50, Temp: 26.20, Lux: 681.43
Humidity: 56.50, Temp: 26.20, Lux: 702.94
Humidity: 56.50, Temp: 26.20, Lux: 702.94
Humidity: 56.50, Temp: 26.20, Lux: 714.18
Humidity: 56.50, Temp: 26.20, Lux: 702.94
Humidity: 56.50, Temp: 26.20, Lux: 671.13
Humidity: 56.50, Temp: 26.20, Lux: 651.37
Humidity: 56.40, Temp: 26.20, Lux: 632.67
Humidity: 56.40, Temp: 26.20, Lux: 641.89
Humidity: 56.40, Temp: 26.20, Lux: 632.67
Humidity: 56.40, Temp: 26.20, Lux: 632.67
Humidity: 56.40, Temp: 26.20, Lux: 632.67
Humidity: 56.30, Temp: 26.20, Lux: 632.67
Humidity: 56.40, Temp: 26.20, Lux: 632.67
Humidity: 56.40, Temp: 26.20, Lux: 641.89
Humidity: 56.40, Temp: 26.20, Lux: 641.89
Humidity: 56.40, Temp: 26.20, Lux: 651.37
Humidity: 56.40, Temp: 26.20, Lux: 661.11
Humidity: 56.40, Temp: 26.20, Lux: 671.13
Humidity: 56.40, Temp: 26.30, Lux: 681.43
