umidity: 57.30, Temp: 26.20, Lux: 146.92
Humidity: 57.10, Temp: 26.20, Lux: 155.62
umidity: 57.00, Temp: 26.20, Lux: 105.62
Humidity: 57.30, Temp: 26.20, Lux: 146.92
Humidity: 57.10, Temp: 26.20, Lux: 155.62
Humidity: 57.00, Temp: 26.20, Lux: 172.61
Humidity: 56.90, Temp: 26.20, Lux: 173.58
Humidity: 56.80, Temp: 26.20, Lux: 172.61
Humidity: 56.80, Temp: 26.20, Lux: 170.69
Humidity: 56.70, Temp: 26.20, Lux: 170.69
Humidity: 56.70, Temp: 26.20, Lux: 169.74
Humidity: 56.60, Temp: 26.20, Lux: 167.87
Humidity: 56.60, Temp: 26.20, Lux: 167.87
Humidity: 56.60, Temp: 26.20, Lux: 168.80
Humidity: 56.50, Temp: 26.20, Lux: 170.69
Humidity: 56.50, Temp: 26.20, Lux: 173.58
Humidity: 56.50, Temp: 26.20, Lux: 176.55
Humidity: 56.50, Temp: 26.20, Lux: 179.60
Humidity: 56.40, Temp: 26.20, Lux: 182.73
Humidity: 56.40, Temp: 26.20, Lux: 183.79
Humidity: 56.40, Temp: 26.20, Lux: 182.73
Humidity: 56.40, Temp: 26.20, Lux: 181.67
Humidity: 56.40, Temp: 26.20, Lux: 183.79
Humidity: 56.40, Temp: 26.20, Lux: 183.79
Humidity: 56.40, Temp: 26.20, Lux: 180.63
Humidity: 56.40, Temp: 26.20, Lux: 182.73
Humidity: 56.40, Temp: 26.20, Lux: 183.79
Humidity: 56.30, Temp: 26.20, Lux: 183.79
Humidity: 56.30, Temp: 26.20, Lux: 183.79
Humidity: 56.30, Temp: 26.20, Lux: 183.79
Humidity: 56.30, Temp: 26.20, Lux: 182.73
Humidity: 56.30, Temp: 26.20, Lux: 182.73
Humidity: 56.30, Temp: 26.20, Lux: 182.73
Humidity: 56.30, Temp: 26.20, Lux: 182.73
Humidity: 56.30, Temp: 26.20, Lux: 182.73
Humidity: 56.30, Temp: 26.20, Lux: 182.73
Humidity: 56.30, Temp: 26.20, Lux: 183.79
Humidity: 56.30, Temp: 26.20, Lux: 183.79
Humidity: 56.30, Temp: 26.20, Lux: 185.94
Humidity: 56.30, Temp: 26.20, Lux: 187.04
Humidity: 56.30, Temp: 26.20, Lux: 187.04
Humidity: 56.30, Temp: 26.20, Lux: 185.94
Humidity: 56.30, Temp: 26.20, Lux: 184.86
Humidity: 56.30, Temp: 26.20, Lux: 182.73
Humidity: 56.30, Temp: 26.20, Lux: 166.03
Humidity: 56.30, Temp: 26.20, Lux: 159.84
Humidity: 56.30, Temp: 26.20, Lux: 156.45
Humidity: 56.30, Temp: 26.20, Lux: 156.45
Humidity: 56.30, Temp: 26.20, Lux: 156.45
Humidity: 56.30, Temp: 26.20, Lux: 156.45
Humidity: 56.30, Temp: 26.20, Lux: 156.45
Humidity: 56.30, Temp: 26.20, Lux: 156.45
Humidity: 56.30, Temp: 26.20, Lux: 156.45
Humidity: 56.30, Temp: 26.20, Lux: 155.62
Humidity: 56.30, Temp: 26.20, Lux: 154.80
Humidity: 56.30, Temp: 26.20, Lux: 153.98
Humidity: 56.30, Temp: 26.20, Lux: 151.57
Humidity: 56.30, Temp: 26.20, Lux: 150.00
Humidity: 56.30, Temp: 26.20, Lux: 149.22
Humidity: 56.30, Temp: 26.20, Lux: 147.68
