x: 1169.05
Humidity: 48.50, Temp: 21.70, Lux: 1169.05
dity: 48.50, Temp: 21.70, Lux: 1140.70
Humidity: 48.50, Temp: 21.70, Lux: 1169.05
Humidity: 48.50, Temp: 21.70, Lux: 1169.05
Humidity: 48.50, Temp: 21.70, Lux: 1063.04
Humidity: 48.50, Temp: 21.70, Lux: 1039.36
Humidity: 48.50, Temp: 21.70, Lux: 1063.04
Humidity: 48.40, Temp: 21.60, Lux: 1039.36
Humidity: 48.40, Temp: 21.70, Lux: 1063.04
Humidity: 48.40, Temp: 21.70, Lux: 1039.36
Humidity: 48.30, Temp: 21.60, Lux: 1063.04
Humidity: 48.40, Temp: 21.70, Lux: 1063.04
Humidity: 48.50, Temp: 21.70, Lux: 1063.04
Humidity: 48.50, Temp: 21.70, Lux: 1063.04
Humidity: 48.40, Temp: 21.70, Lux: 1063.04
Humidity: 48.40, Temp: 21.70, Lux: 1087.78
Humidity: 48.40, Temp: 21.70, Lux: 1087.78
Humidity: 48.30, Temp: 21.60, Lux: 1087.78
Humidity: 48.30, Temp: 21.60, Lux: 1087.78
Humidity: 48.30, Temp: 21.60, Lux: 1087.78
Humidity: 48.30, Temp: 21.60, Lux: 1113.64
Humidity: 48.30, Temp: 21.60, Lux: 1087.78
Humidity: 48.30, Temp: 21.60, Lux: 1087.78
Humidity: 48.30, Temp: 21.60, Lux: 1113.64
Humidity: 48.20, Temp: 21.60, Lux: 1113.64
Humidity: 48.20, Temp: 21.60, Lux: 1113.64
Humidity: 48.20, Temp: 21.60, Lux: 1087.78
Humidity: 48.20, Temp: 21.60, Lux: 1113.64
Humidity: 48.20, Temp: 21.60, Lux: 1113.64
Humidity: 48.20, Temp: 21.60, Lux: 1113.64
Humidity: 48.30, Temp: 21.60, Lux: 1113.64
Humidity: 48.20, Temp: 21.50, Lux: 1113.64
Humidity: 48.30, Temp: 21.60, Lux: 1113.64
Humidity: 48.30, Temp: 21.60, Lux: 1113.64
Humidity: 48.20, Temp: 21.50, Lux: 1113.64
Humidity: 48.20, Temp: 21.50, Lux: 1140.70
Humidity: 48.20, Temp: 21.50, Lux: 1140.70
Humidity: 48.20, Temp: 21.50, Lux: 1140.70
Humidity: 48.20, Temp: 21.50, Lux: 1140.70
Humidity: 48.20, Temp: 21.50, Lux: 1169.05
Humidity: 48.20, Temp: 21.50, Lux: 1140.70
Humidity: 48.20, Temp: 21.50, Lux: 1140.70
Humidity: 48.20, Temp: 21.50, Lux: 1140.70
Humidity: 48.20, Temp: 21.50, Lux: 1140.70
Humidity: 48.20, Temp: 21.50, Lux: 1113.64
Humidity: 48.20, Temp: 21.50, Lux: 1113.64
Humidity: 48.20, Temp: 21.50, Lux: 1087.78
Humidity: 48.20, Temp: 21.50, Lux: 1063.04
Humidity: 48.20, Temp: 21.50, Lux: 1063.04
Humidity: 48.20, Temp: 21.50, Lux: 1063.04
Humidity: 48.30, Temp: 21.50, Lux: 1063.04
Humidity: 48.20, Temp: 21.40, Lux: 1063.04
Humidity: 48.30, Temp: 21.50, Lux: 1063.04
Humidity: 48.20, Temp: 21.40, Lux: 1039.36
Humidity: 48.20, Temp: 21.40, Lux: 1063.04
Humidity: 48.30, Temp: 21.50, Lux: 1087.78
Humidity: 48.30, Temp: 21.50, Lux: 1113.64
Humidity: 48.20, Temp: 21.40, Lux: 1113.64
Humidity: 48.20, Temp: 21.40, Lux: 1140.70
