4
Humidity: 63.90, Temp: 27.70, Lux: 775.81
Humidity: 63.80, Temp: 27.70, Lux: 750.00
umidity: 64.00, Temp: 27.70, Lux: 789.34
Humidity: 63.90, Temp: 27.70, Lux: 775.81
Humidity: 63.80, Temp: 27.70, Lux: 750.00
Humidity: 63.80, Temp: 27.70, Lux: 702.94
Humidity: 63.80, Temp: 27.70, Lux: 725.76
Humidity: 63.80, Temp: 27.70, Lux: 737.69
Humidity: 63.50, Temp: 27.80, Lux: 750.00
Humidity: 63.30, Temp: 27.80, Lux: 762.70
Humidity: 63.00, Temp: 27.80, Lux: 789.34
Humidity: 62.90, Temp: 27.80, Lux: 789.34
Humidity: 62.90, Temp: 27.80, Lux: 789.34
Humidity: 62.90, Temp: 27.80, Lux: 775.81
Humidity: 62.90, Temp: 27.80, Lux: 762.70
Humidity: 62.80, Temp: 27.80, Lux: 725.76
Humidity: 62.60, Temp: 27.80, Lux: 714.18
Humidity: 62.60, Temp: 27.80, Lux: 702.94
Humidity: 62.60, Temp: 27.80, Lux: 702.94
Humidity: 62.60, Temp: 27.80, Lux: 714.18
Humidity: 62.50, Temp: 27.80, Lux: 725.76
Humidity: 62.40, Temp: 27.80, Lux: 737.69
Humidity: 62.30, Temp: 27.80, Lux: 750.00
Humidity: 62.20, Temp: 27.80, Lux: 762.70
Humidity: 62.10, Temp: 27.80, Lux: 789.34
Humidity: 61.90, Temp: 27.80, Lux: 789.34
Humidity: 61.90, Temp: 27.80, Lux: 789.34
Humidity: 61.80, Temp: 27.80, Lux: 789.34
Humidity: 61.70, Temp: 27.80, Lux: 789.34
Humidity: 61.60, Temp: 27.80, Lux: 789.34
Humidity: 61.60, Temp: 27.80, Lux: 789.34
Humidity: 61.70, Temp: 27.80, Lux: 775.81
Humidity: 61.80, Temp: 27.80, Lux: 775.81
Humidity: 61.70, Temp: 27.80, Lux: 775.81
Humidity: 61.70, Temp: 27.80, Lux: 775.81
Humidity: 61.60, Temp: 27.80, Lux: 762.70
Humidity: 61.50, Temp: 27.80, Lux: 762.70
Humidity: 61.50, Temp: 27.80, Lux: 737.69
Humidity: 61.50, Temp: 27.80, Lux: 725.76
Humidity: 61.50, Temp: 27.80, Lux: 714.18
Humidity: 61.50, Temp: 27.80, Lux: 714.18
Humidity: 61.50, Temp: 27.80, Lux: 702.94
Humidity: 61.40, Temp: 27.80, Lux: 702.94
Humidity: 61.30, Temp: 27.80, Lux: 725.76
Humidity: 61.20, Temp: 27.80, Lux: 750.00
Humidity: 61.20, Temp: 27.80, Lux: 775.81
Humidity: 61.20, Temp: 27.80, Lux: 789.34
Humidity: 61.20, Temp: 27.80, Lux: 789.34
Humidity: 61.20, Temp: 27.80, Lux: 775.81
Humidity: 61.20, Temp: 27.80, Lux: 762.70
Humidity: 61.20, Temp: 27.80, Lux: 737.69
Humidity: 61.20, Temp: 27.80, Lux: 714.18
Humidity: 61.20, Temp: 27.80, Lux: 702.94
Humidity: 61.30, Temp: 27.80, Lux: 702.94
Humidity: 61.30, Temp: 27.80, Lux: 702.94
Humidity: 61.30, Temp: 27.80, Lux: 714.18
Humidity: 61.30, Temp: 27.80, Lux: 725.76
Humidity: 61.30, Temp: 27.80, Lux: 762.70
Humidity: 61.30, Temp: 27.80, Lux: 775.81
