.29
umidity: 51.40, Temp: 21.30, Lux: 898.15
Humidity: 51.70, Temp: 21.30, Lux: 880.91
Humidity: 51.90, Temp: 21.30, Lux: 864.29
Humidity: 51.70, Temp: 21.30, Lux: 864.29
Humidity: 51.50, Temp: 21.30, Lux: 848.25
Humidity: 51.40, Temp: 21.30, Lux: 848.25
Humidity: 51.30, Temp: 21.30, Lux: 864.29
Humidity: 51.20, Temp: 21.30, Lux: 880.91
Humidity: 51.20, Temp: 21.30, Lux: 916.04
Humidity: 51.20, Temp: 21.30, Lux: 916.04
Humidity: 51.20, Temp: 21.30, Lux: 934.62
Humidity: 51.20, Temp: 21.30, Lux: 934.62
Humidity: 51.20, Temp: 21.30, Lux: 916.04
Humidity: 51.20, Temp: 21.30, Lux: 898.15
Humidity: 51.20, Temp: 21.30, Lux: 880.91
Humidity: 51.20, Temp: 21.30, Lux: 848.25
Humidity: 51.20, Temp: 21.30, Lux: 848.25
Humidity: 51.20, Temp: 21.30, Lux: 848.25
Humidity: 51.20, Temp: 21.30, Lux: 848.25
Humidity: 51.20, Temp: 21.30, Lux: 864.29
Humidity: 51.20, Temp: 21.30, Lux: 898.15
Humidity: 51.20, Temp: 21.30, Lux: 916.04
Humidity: 51.20, Temp: 21.20, Lux: 934.62
Humidity: 51.20, Temp: 21.30, Lux: 934.62
Humidity: 51.10, Temp: 21.30, Lux: 916.04
Humidity: 51.10, Temp: 21.30, Lux: 880.91
Humidity: 51.20, Temp: 21.30, Lux: 864.29
Humidity: 51.30, Temp: 21.30, Lux: 848.25
Humidity: 51.30, Temp: 21.30, Lux: 848.25
Humidity: 51.30, Temp: 21.30, Lux: 848.25
Humidity: 51.20, Temp: 21.20, Lux: 864.29
Humidity: 51.20, Temp: 21.20, Lux: 864.29
Humidity: 51.30, Temp: 21.30, Lux: 880.91
Humidity: 51.20, Temp: 21.20, Lux: 880.91
Humidity: 51.20, Temp: 21.20, Lux: 916.04
Humidity: 51.20, Temp: 21.20, Lux: 934.62
Humidity: 51.20, Temp: 21.20, Lux: 934.62
Humidity: 51.20, Temp: 21.20, Lux: 916.04
Humidity: 51.10, Temp: 21.20, Lux: 898.15
Humidity: 51.20, Temp: 21.20, Lux: 880.91
Humidity: 51.20, Temp: 21.20, Lux: 864.29
Humidity: 51.30, Temp: 21.20, Lux: 848.25
Humidity: 51.40, Temp: 21.20, Lux: 848.25
Humidity: 51.50, Temp: 21.20, Lux: 864.29
Humidity: 51.60, Temp: 21.20, Lux: 864.29
Humidity: 51.70, Temp: 21.20, Lux: 898.15
Humidity: 51.70, Temp: 21.20, Lux: 916.04
Humidity: 51.70, Temp: 21.20, Lux: 916.04
Humidity: 51.80, Temp: 21.20, Lux: 934.62
Humidity: 51.80, Temp: 21.20, Lux: 934.62
Humidity: 51.80, Temp: 21.20, Lux: 916.04
Humidity: 51.90, Temp: 21.20, Lux: 916.04
Humidity: 51.80, Temp: 21.20, Lux: 898.15
Humidity: 51.80, Temp: 21.20, Lux: 898.15
Humidity: 51.80, Temp: 21.20, Lux: 880.91
Humidity: 51.90, Temp: 21.20, Lux: 864.29
Humidity: 51.90, Temp: 21.20, Lux: 832.76
Humidity: 52.00, Temp: 21.20, Lux: 848.25
Humidity: 52.10, Temp: 21.20, Lux: 864.29
