Humidity: 44.30, Temp: 20.90, Lux: 994.90
Humidity: 44.90, Temp: 20.90, Lux: 994.90
Humidity: 44.80, Temp: 20.80, Lux: 994.90
Humidity: 44.80, Temp: 20.80, Lux: 974.00
Humidity: 44.80, Temp: 20.80, Lux: 974.00
Humidity: 44.80, Temp: 20.80, Lux: 953.92
Humidity: 44.80, Temp: 20.80, Lux: 953.92
Humidity: 44.80, Temp: 20.80, Lux: 934.62
Humidity: 44.80, Temp: 20.80, Lux: 916.04
Humidity: 44.80, Temp: 20.80, Lux: 916.04
Humidity: 44.80, Temp: 20.80, Lux: 916.04
Humidity: 44.80, Temp: 20.80, Lux: 916.04
Humidity: 44.80, Temp: 20.80, Lux: 934.62
Humidity: 44.80, Temp: 20.80, Lux: 974.00
Humidity: 44.80, Temp: 20.80, Lux: 994.90
Humidity: 44.80, Temp: 20.80, Lux: 1016.67
Humidity: 44.90, Temp: 20.80, Lux: 1063.04
Humidity: 44.90, Temp: 20.80, Lux: 1063.04
Humidity: 44.80, Temp: 20.80, Lux: 1063.04
Humidity: 44.80, Temp: 20.80, Lux: 1063.04
Humidity: 44.80, Temp: 20.80, Lux: 1063.04
Humidity: 44.80, Temp: 20.80, Lux: 1063.04
Humidity: 44.80, Temp: 20.80, Lux: 1063.04
Humidity: 44.80, Temp: 20.70, Lux: 1063.04
Humidity: 44.80, Temp: 20.80, Lux: 1063.04
Humidity: 44.80, Temp: 20.80, Lux: 1063.04
Humidity: 44.80, Temp: 20.70, Lux: 1063.04
Humidity: 44.90, Temp: 20.80, Lux: 1063.04
Humidity: 44.80, Temp: 20.70, Lux: 1039.36
Humidity: 44.90, Temp: 20.80, Lux: 1016.67
Humidity: 45.00, Temp: 20.80, Lux: 1039.36
Humidity: 45.00, Temp: 20.80, Lux: 1016.67
Humidity: 45.00, Temp: 20.80, Lux: 1016.67
Humidity: 45.00, Temp: 20.80, Lux: 994.90
Humidity: 44.90, Temp: 20.70, Lux: 974.00
Humidity: 44.90, Temp: 20.70, Lux: 974.00
Humidity: 44.90, Temp: 20.70, Lux: 974.00
Humidity: 44.90, Temp: 20.70, Lux: 994.90
Humidity: 44.90, Temp: 20.70, Lux: 1016.67
Humidity: 44.90, Temp: 20.70, Lux: 1016.67
Humidity: 44.90, Temp: 20.70, Lux: 1039.36
Humidity: 44.90, Temp: 20.70, Lux: 1039.36
Humidity: 44.90, Temp: 20.70, Lux: 1063.04
Humidity: 44.90, Temp: 20.70, Lux: 1063.04
Humidity: 44.90, Temp: 20.70, Lux: 1063.04
Humidity: 45.00, Temp: 20.70, Lux: 1087.78
Humidity: 45.00, Temp: 20.70, Lux: 1063.04
Humidity: 45.00, Temp: 20.70, Lux: 1063.04
Humidity: 45.00, Temp: 20.70, Lux: 1063.04
Humidity: 45.00, Temp: 20.70, Lux: 1039.36
Humidity: 45.00, Temp: 20.70, Lux: 1039.36
Humidity: 45.00, Temp: 20.70, Lux: 1039.36
Humidity: 45.00, Temp: 20.70, Lux: 1039.36
Humidity: 45.00, Temp: 20.70, Lux: 1039.36
Humidity: 45.00, Temp: 20.70, Lux: 1016.67
Humidity: 45.10, Temp: 20.70, Lux: 1016.67
Humidity: 45.00, Temp: 20.70, Lux: 1016.67
Humidity: 45.10, Temp: 20.70, Lux: 1016.67
Humidity: 45.00, Temp: 20.60, Lux: 994.90
Humidity: 45.10, Temp: 20.70, Lux: 994.90
