54
umidity: 42.80, Temp: 23.50, Lux: 171.65
Humidity: 42.80, Temp: 23.50, Lux: 200.98
Humidity: 42.50, Temp: 23.50, Lux: 198.54
Humidity: 43.20, Temp: 23.50, Lux: 191.51
Humidity: 43.40, Temp: 23.50, Lux: 198.54
Humidity: 43.40, Temp: 23.50, Lux: 209.90
Humidity: 43.40, Temp: 23.50, Lux: 209.90
Humidity: 43.40, Temp: 23.50, Lux: 200.98
Humidity: 43.40, Temp: 23.50, Lux: 193.81
Humidity: 43.40, Temp: 23.50, Lux: 212.56
Humidity: 43.40, Temp: 23.50, Lux: 216.67
Humidity: 43.40, Temp: 23.50, Lux: 218.06
Humidity: 43.30, Temp: 23.50, Lux: 218.06
Humidity: 43.30, Temp: 23.50, Lux: 218.06
Humidity: 43.30, Temp: 23.50, Lux: 216.67
Humidity: 43.30, Temp: 23.50, Lux: 216.67
Humidity: 43.20, Temp: 23.40, Lux: 215.28
Humidity: 43.10, Temp: 23.40, Lux: 216.67
Humidity: 43.10, Temp: 23.40, Lux: 215.28
Humidity: 43.10, Temp: 23.50, Lux: 216.67
Humidity: 43.10, Temp: 23.50, Lux: 216.67
Humidity: 43.10, Temp: 23.40, Lux: 216.67
Humidity: 43.10, Temp: 23.50, Lux: 216.67
Humidity: 43.10, Temp: 23.40, Lux: 216.67
Humidity: 43.00, Temp: 23.40, Lux: 216.67
Humidity: 43.00, Temp: 23.40, Lux: 216.67
Humidity: 43.00, Temp: 23.40, Lux: 216.67
Humidity: 43.00, Temp: 23.40, Lux: 218.06
Humidity: 43.00, Temp: 23.40, Lux: 219.47
Humidity: 43.00, Temp: 23.40, Lux: 220.90
Humidity: 43.00, Temp: 23.40, Lux: 220.90
Humidity: 42.90, Temp: 23.40, Lux: 223.80
Humidity: 42.90, Temp: 23.40, Lux: 225.27
Humidity: 42.90, Temp: 23.40, Lux: 225.27
Humidity: 42.90, Temp: 23.40, Lux: 226.76
Humidity: 42.90, Temp: 23.40, Lux: 219.47
Humidity: 42.90, Temp: 23.40, Lux: 209.90
Humidity: 42.90, Temp: 23.40, Lux: 219.47
Humidity: 42.90, Temp: 23.40, Lux: 218.06
Humidity: 42.90, Temp: 23.40, Lux: 215.28
Humidity: 42.90, Temp: 23.40, Lux: 211.22
Humidity: 42.90, Temp: 23.40, Lux: 209.90
Humidity: 42.90, Temp: 23.40, Lux: 209.90
Humidity: 42.90, Temp: 23.40, Lux: 212.56
Humidity: 42.90, Temp: 23.40, Lux: 213.92
Humidity: 42.90, Temp: 23.40, Lux: 215.28
Humidity: 42.90, Temp: 23.40, Lux: 216.67
Humidity: 42.90, Temp: 23.40, Lux: 218.06
Humidity: 42.90, Temp: 23.40, Lux: 219.47
Humidity: 42.90, Temp: 23.40, Lux: 219.47
Humidity: 42.90, Temp: 23.40, Lux: 218.06
Humidity: 42.90, Temp: 23.40, Lux: 216.67
Humidity: 42.90, Temp: 23.40, Lux: 213.92
Humidity: 42.90, Temp: 23.40, Lux: 211.22
Humidity: 42.90, Temp: 23.40, Lux: 208.59
Humidity: 42.90, Temp: 23.40, Lux: 208.59
Humidity: 42.90, Temp: 23.40, Lux: 208.59
Humidity: 42.90, Temp: 23.30, Lux: 212.56
Humidity: 43.00, Temp: 23.40, Lux: 216.67
